name,number,material,thickness,length,width,bend_nums,radius,tool_exchange,side,schroder,henra,special,weight
Blacha burty ocynkowana,005.280.01.00,OCYNK,1,1054,304.7,8,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,2.52
Słupek burty tylnej (P),005.280.02.10,OCYNK,2,222,83,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.29
Słupek burty tylnej (L),005.280.02.20,OCYNK,2,222,83,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.29
Podłużnica,006.100.03.02L,OCYNK,1.5,2645,163.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.1
Podłużnica,006.100.03.02P,OCYNK,1.5,2645,163.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.1
Belka wsporcza dyszla,006.120.002,OCYNK,2.5,276,138.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.75
Ramię dyszla,006.120.01L,OCYNK,2.5,1865,136.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5
Ramię dyszla,006.120.01P,OCYNK,2.5,1865,136.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5
Blacha burty bocznej,006.140.01.12L,OCYNK,0.8,2673,394,11,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,6.61
Blacha burty bocznej,006.140.01.12P,OCYNK,0.8,2673,394,11,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,6.61
Słupek burty bocznej tył,006.140.02L,OCYNK,2,498,95.5,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.75
Słupek burty bocznej tył,006.140.02P,OCYNK,2,498,95.5,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.75
Słupek burty przedniej L,006.160.03.12L,OCYNK,2,399,95.82,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.6
Słupek burty przedniej P,006.160.03.12P,OCYNK,2,399,95.82,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.6
Słupek burty tylnej,006.180.02.12,OCYNK,1.5,308,95.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.35
Słupek burty tylnej,006.180.02.12,OCYNK,1.5,308,95.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.35
Słupek burty tylnej,006.180.02.22,OCYNK,1.5,308,95.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.35
Słupek burty tylnej,006.180.02.22,OCYNK,1.5,308,95.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.35
Blacha burty BIS przedniej,006.260.02.02,OCYNK,1,1250,414.92,12,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.07
Łącznik burty BIS,006.260.03.14,OCYNK,2,100,61.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.1
Blacha burty tylnej bis,006.280.01.02,OCYNK,1,1238,405.48,12,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.94
Słupek burty bis tylnej,006.280.02.12,OCYNK,2,318,96.5,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.48
Słupek burty bis tylnej,006.280.02.22,OCYNK,2,318,96.5,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.48
Łącznik belki,007.100.008,CZARNA,2.5,389,304.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.33
Podłużnica boczna L,007.100.01L,CZARNA,2.5,5005,216,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,21.22
Podłużnica boczna P,007.100.01P,CZARNA,2.5,5005,216,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,21.22
Wspornik zapinacza,007.100.029,CZARNA,5,100,270.8,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.06
Wspornik wciągarki,007.100.037,CZARNA,5,180,291,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.06
Kątownik przedni 2,007.100.040L,CZARNA,2.5,358,60,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.42
Kątownik przedni 2,007.100.040P,CZARNA,2.5,358,60,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.42
Kątownik przedni 1,007.100.041,CZARNA,2.5,172,60,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.2
Łącznik 1,007.100.042,CZARNA,2.5,359,71.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.5
Łącznik 2,007.100.043,CZARNA,2.5,174,79.9,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.27
Ceownik tylny,007.100.044L,CZARNA,2.5,594,65,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.76
Ceownik tylny,007.100.044P,CZARNA,2.5,594,65,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.76
Ogranicznik przód,007.100.047,CZARNA,2.5,538,93,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.98
Wspornik zapinacza,007.101.00.01,CZARNA,5,150,255,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.5
Podłużnica główna,007.101.02.10,CZARNA,3,5005,305.7,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.03
Podłużnica główna,007.101.02.20,CZARNA,3,5005,305.7,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.03
Wspornik tandemu KNOTT,007.110.05.10,CZARNA,5,1176,277,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,12.79
Wspornik tandemu KNOTT,007.110.05.20,CZARNA,5,1176,277,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,12.79
Wspornik zbiornika oleju,007.120.005,CZARNA,2.5,150,326.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.96
Prowadnica ramy,007.120.007,CZARNA,5,50,138,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.27
Ramię dyszla,007.120.01L,CZARNA,3,2988,339.88,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,23.92
Ramię dyszla,007.120.01P,CZARNA,3,2988,339.88,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,23.92
Wzmocnienie dyszla,007.120.02L,CZARNA,2.5,182,302,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.08
Wzmocnienie dyszla,007.120.02P,CZARNA,2.5,182,302,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.08
Poprzeczka A wspornika sił.,007.120.05S,CZARNA,2.5,745,161.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.36
Wspornik siłownika dyszla,007.120.06L,CZARNA,5,142,104.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.58
Wspornik siłownika dyszla,007.120.06P,CZARNA,5,142,104.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.58
Poprzeczka B wspornika sił.,007.120.06S,CZARNA,2.5,744,161.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.36
Korpus lampy lewy,007.200.001L,OCYNK,2.5,240,329.2,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.55
Korpus lampy prawy,007.200.001P,OCYNK,2.5,240,329.2,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.55
Mocowanie korpusu lampy,007.200.002,OCYNK,2.5,555,87.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.95
Podłoga przód lewa,007.400.110,OCYNK,2.5,2495,623,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,30.5
Podłoga przód lewa,007.400.110,OCYNK,2.5,2495,623,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,30.5
Podłoga przód prawa,007.400.120,OCYNK,2.5,2495,623,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,30.5
Podłoga przód lewa,007.400.120,OCYNK,2.5,2495,623,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,30.5
Podłoga tył lewa,007.400.210,OCYNK,2.5,2500,623,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,30.57
Podłoga tył lewa,007.400.210,OCYNK,2.5,2500,623,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,30.57
Podłoga tył prawa,007.400.220,OCYNK,2.5,2500,623,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,30.57
Podłoga tył lewa,007.400.220,OCYNK,2.5,2500,623,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,30.57
Kątownik tył,007.900.003,OCYNK,3,871,64,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.31
Kątownik przód,007.900.004,OCYNK,3,350,64,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.53
Ramię dyszla,012.120.01L,OCYNK,2.5,1555,185.4,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.66
Ramię dyszla,012.120.01P,OCYNK,2.5,1555,185.4,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.66
Wieszak oświetlenia,013.000.00.01,OCYNK,1,115,91,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.08
Wspornik światła,013.000.00.02,OCYNK,2,100,55,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.09
Wieszak korby,013.000.00.03,OCYNK,2,45,61,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.04
Tablica,013.100.00.06,OCYNK,2.5,2440,343,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,16.42
Wspornik podpory,013.100.00.12,CZARNA,4,220,241.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.67
Wieszak pręta hamulcowego,013.100.00.13,CZARNA,4,40,402,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.5
Wspornik tylny dyszla,013.100.01.10,CZARNA,5,226,345,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.06
Wsprnik tylny dyszla,013.100.01.20,CZARNA,5,226,345,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.06
Mocowanie błotnika,013.221.01.10,OCYNK,3,325,225,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.72
Mocowanie błotnika,013.221.01.20,OCYNK,3,325,225,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.72
Wspornik wahliwy,017.001.02L,CZARNA,8,205,100.5,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.29
Wspornik wahliwy,017.001.02P,CZARNA,8,205,100.5,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.29
Kątownik klapy tablicy,017.100.00.01,OCYNK,2.5,30,68,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.04
Poprzeczka przednia,017.100.00.07,OCYNK,4,1676,225,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.84
Mocowanie siłownika,017.100.00.10,CZARNA,5,65,175.7,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.45
Mocowanie siłownika,017.100.00.20,CZARNA,5,65,175.7,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.45
Belka przednia,017.100.001,OCYNK,2.5,1672,258,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.47
Mocowanie na pasy,017.100.004,OCYNK,2.5,2232,181.2,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.94
Poprzeczka przednia,017.100.007,CZARNA,4,1676,226.9,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.94
Podłużnica,017.100.01.10,OCYNK,2.5,2629,340,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,17.54
Podłużnica,017.100.01.20,OCYNK,2.5,2629,340,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,17.54
Wspornik lampy tylnej,017.100.013L,OCYNK,2.5,353,331,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.29
Wspornik lampy tylnej,017.100.013P,OCYNK,2.5,353,331,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.29
Kątownik belki tylnej,017.100.014,OCYNK,2.5,40,78,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.06
Wspornik belki przedniej,017.100.01L,OCYNK,2.5,176,195,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.67
Wspornik belki przedniej,017.100.01P,OCYNK,2.5,176,195,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.67
Wspornik wzmocnienia,017.100.02.10,CZARNA,5,1020,140.1,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.61
Wspornik wzmocnienia,017.100.02.20,CZARNA,5,1020,140.1,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.61
Belka tylna,017.100.03.00,OCYNK,2.5,1684,438,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.48
Belka siłownika,017.100.031,OCYNK,2.5,1669,192.5,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.31
Mocowanie siłownika,017.100.034L,CZARNA,5,71,151.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.42
Mocowanie siłownika,017.100.034P,CZARNA,5,71,151.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.42
Osłona tylna,017.100.11L,OCYNK,2,419,46.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.31
Osłona tylna,017.100.11P,OCYNK,2,419,46.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.31
Wspornik klemy,017.120.010,OCYNK,4,260,128.9,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.05
Ramie dyszla,017.120.02.10,OCYNK,2.5,1607,135,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.26
Ramie dyszla,017.120.02.20,OCYNK,2.5,1607,135,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.26
Wspornik dyszla tylny,017.120.05,OCYNK,2.5,1158,136.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.11
Uchwyt zaczepu,017.220.05L,OCYNK,2.5,160,270.7,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.85
Uchwyt zaczepu,017.220.05P,OCYNK,2.5,160,270.7,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.85
Wspornik obrotu błotnika lewy,017.220.08.10,CZARNA,6,200,224.6,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.12
Wspornik obrotu błotnika prawy,017.220.08.20,CZARNA,6,200,224.6,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.12
Wzmocnienie błotnika,017.221.09.10,OCYNK,4,503,131,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.07
Wzmocnienie błotnika,017.221.09.20,OCYNK,4,503,131,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.07
Podstawa wspornika,017.360.01.01,OCYNK,2.5,422,104.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.87
Zderzak,017.702.00.01,OCYNK,3,420,444,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.39
Listwa boczna,017.702.01.10,OCYNK,3,600,185,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.61
Listwa boczna,017.702.01.20,OCYNK,3,600,185,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.61
Blacha najazdu,017.702.02.01,CZARNA,3,192,283,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.28
Belka przednia,020.100.002,OCYNK,2,1540,307.6,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.44
Belka poprzeczna,020.100.003,OCYNK,2.5,1536,144,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.34
Wzmocnienie pod oś,020.100.06.00,OCYNK,2.5,1200,137,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.23
Blacha burty przedniej tylnej,020.180.001,OCYNK,1,1484,412.99,11,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.81
Wspornik wciągarki,028.100.02.02,OCYNK,3,480,488,5,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.52
Wzmocnienie belki przedniej,028.100.02.04L,OCYNK,4,150,91.6,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.43
Wzmocnienie belki przedniej,028.100.02.04P,OCYNK,4,150,91.6,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.43
Kątownik wsporczy,028.100.08.04,OCYNK,2.5,730,65,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.93
Wspornik relingu przedniego,028.383.06.01,OCYNK,3,39,333.1,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.31
Błotnik,030.225.01.10,OCYNK,1.25,1970,292,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.64
Błotnik,030.225.01.20,OCYNK,1.25,1970,292,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.64
Mocowani gniazda,030.505.00.04,OCYNK,1.5,70,202,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.17
Mocowanie gniazda,030.510.01.01,OCYNK,1.5,70,202,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.17
Ceownik pod rolkę,030.511.02.01,CZARNA,3,290,150.2,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.03
Wspornik odblasku,030.514.00.00,OCYNK,1,115,85,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.08
Uchwyt rolki,030.515.01.00,CZARNA,5,40,346,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.54
Uchwyt rolki regulowanej,030.516.00.01,CZARNA,6,40,355,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.67
Wspornik koła podporowego v,030.518.01.00,CZARNA,6,150,331.3,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.34
Mocowanie amortyzatora,030.519.00.00,CZARNA,6,100,195.96,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.92
Wspornik kołyski,030.540.01.00,CZARNA,6,40,307.1,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.58
Ramię kołyski,030.540.02.00,CZARNA,6,400,81,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.53
Ceownik mocowania rolki,030.590.01.01,CZARNA,4,600,110.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.08
Ceownik,030.650.70.02,CZARNA,3,40,111.2,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.1
Wspornik odblasku,039.000.00.01,OCYNK,1,90,67.9,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.05
Wspornik wciągarki,040.501.004,OCYNK,2.5,474,247.2,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.3
Podstawa wciągarki,040.503.004,OCYNK,3,408,258.2,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.48
Wspornik błotnika,042.220.03.10,OCYNK,3,310,104,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.76
Wspornik błotnika,042.220.03.20,OCYNK,3,310,104,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.76
Mocowanie rolki,042.500.01.02,CZARNA,4,400,200,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.51
Mocowanie tablicy,044.505.05.00L,OCYNK,2.5,175,150,3,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.52
Mocowanie tablicy,044.505.05.00P,OCYNK,2.5,175,150,3,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.52
Mocowanie palety pion,046.000.00.01,OCYNK,2.5,40,109.6,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.09
Belka tylna,046.100.00.03,OCYNK,2,840,113,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.49
Mocowanie kół,046.100.00.04,OCYNK,2.5,950,300.1,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.59
Ceownik,046.100.00.06,OCYNK,2.5,200,83.2,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.33
Poprzeczka,046.100.01.01,OCYNK,1.5,840,94,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.93
Wspornik podłogi,046.100.01.03,OCYNK,1.5,330,94,4,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.37
Wspornik podłogi,046.100.01.04,OCYNK,1.5,330,94,4,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.37
Belka tylna,046.101.00.03,OCYNK,2,840,113,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.49
Ramię dyszla,046.120.01.00,OCYNK,2.5,1101,110,3,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.38
Wspornik dyszla,046.120.03.02,OCYNK,2,80,79.5,2,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.1
Ramię dyszla,046.121.01.00,OCYNK,2,1200,117,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.2
Mocowanie dyszla,046.121.02.00,OCYNK,2,565,194,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.72
Blacha burty bocznej,046.140.01.00,OCYNK,1,1240,371.3,3,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.61
Słupek burty bocznej,046.140.02.10,OCYNK,2,350,180,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.99
Słupek burty bocznej,046.140.02.20,OCYNK,2,350,180,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.99
Blacha burty bocznej,046.141.01.00,OCYNK,1,1240,371.3,3,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.61
Blacha burty,046.160.01.01,OCYNK,1,800,363.8,3,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,2.28
Blacha burty przedniej,046.161.01.01,OCYNK,1,800,363.8,3,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,2.28
Blacha burty,046.180.01.01,OCYNK,1,783,376.8,4,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,2.32
Poprzeczka,047.100.01.01,OCYNK,1.5,840,94,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.93
Blacha burty bocznej,047.140.01.00,OCYNK,1,1517,371.3,3,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.42
Blacha burty przedniej,047.160.01.01,OCYNK,1,958,363.8,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.74
Blacha burty tylnej,047.180.01.01,OCYNK,1,941,376.7,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.78
Blacha burty p/t siatka,047.760.00.01,OCYNK,0.8,941,490.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,2.9
Mocowanie dyszla,052.120.02.00,CZARNA,5,100,105.7,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.41
Tablica HB10,052.507.01.00,OCYNK,1.5,1465,280,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.83
