name,number,material,thickness,length,width,bend_nums,radius,tool_exchange,side,schroder,henra,special,weight
Blacha burty bocznej,23.81.760.01.00,OCYNK,1.5,2092,471,11,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,11.6
Blacha burty bocznej BIS,23.83.240.01.01,OCYNK,1,2682,496,11,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,10.44
Słupek burty przód/tył,23.83.460.02.12,OCYNK,2,443,99.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.69
Słupek burty przód/tył,23.83.460.02.22,OCYNK,2,443,99.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.69
Profil Q 1235,23.83.460.03.00,OCYNK,1.5,1235,90.1,4,0.8,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.31
Mocowanie zawiasu do burty,23.83.460.05.00,OCYNK,1.5,442,79.45,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.41
Kątownik wsporczy,23.85.000.01.03,OCYNK,4,680,139.6,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.98
Docisk najazdu,23.85.000.05.03,OCYNK,2.5,120,88,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.21
Belka boczna,23.85.001.01.03,CZARNA,2.5,1500,119.2,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.51
Zaczep,23.85.001.02.03,CZARNA,3,398,116,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.09
Belka boczna,23.85.100.02.03,CZARNA,2.5,2900,167,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.5
Belka przednia,23.85.100.03.03,CZARNA,2.5,1940,244.3,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.3
Tablica,23.85.100.04.03,CZARNA,2.5,1940,328.5,6,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,12.51
Ceownik,23.85.100.05.03,CZARNA,2.5,900,106,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.87
Łącznik dyszla tylny,23.85.100.06.03,CZARNA,5,100,101,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.4
Gniazdo,23.85.100.13.03,CZARNA,2.5,60,88,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.1
Ramię dyszla,23.85.121.01.13,CZARNA,3,1750,231,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.52
Ramię dyszla,23.85.121.01.13,CZARNA,3,1750,231,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.52
Ramię dyszla,23.85.121.01.23,CZARNA,3,1750,231,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.52
Ramię dyszla,23.85.121.01.23,CZARNA,3,1750,231,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.52
Podłużnica L,23.86.100.03.12,OCYNK,1.5,2065,163.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.99
Podłużnica P,23.86.100.03.22,OCYNK,1.5,2065,163.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.99
Blacha burty przedniej,23.86.160.02.01,OCYNK,0.8,1250,404.5,11,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.18
Blacha burty tylnej,23.86.180.01.00,OCYNK,1,1102,383.5,11,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.32
Blacha burty tylnej,23.86.180.01.02,OCYNK,0.8,1238,384,11,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,2.99
Słupek burty tylnejL,23.86.180.02.10,OCYNK,2,308,95.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.46
Słupek burty tylnejP,23.86.180.02.20,OCYNK,2,308,95.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.46
Blacha burty bis bocznej,23.86.240.01.12,OCYNK,1,2093,399.48,10,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.56
Blacha burty bis bocznej,23.86.240.01.22,OCYNK,1,2093,399.48,10,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.56
Kabłąk,23.86.300.01.00,OCYNK,2,2180,53,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.81
Kabłąk,23.86.300.01.02,OCYNK,2,2180,60,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.05
Podłużnica górna,23.86.300.02.00,OCYNK,2,2079,68,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.22
Poprzeczka górna,23.87.300.01.01,OCYNK,2.5,2320,70.7,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.22
Poprzeczka boczna,23.87.300.02.00,OCYNK,2.5,2300,70,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.16
Mocowanie amortyzatora,233.000.00.01,CZARNA,5,40,134.3,2,4,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.21
Mocowanie amortyzatora,233.000.00.02,CZARNA,5,90,85.7,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.3
Belka tylna,233.100.00.02,OCYNK,3,1894,306,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,13.65
Blokator,233.100.00.03,OCYNK,2.5,280,218,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.2
Blacha najazdu,233.100.01.10,OCYNK,3,460,472.05,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.11
Blacha najazdu,233.100.01.20,OCYNK,3,460,472.05,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.11
Żebro najazdu,233.100.02.10,OCYNK,3,486,150.85,3,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.73
Żebro najazdu,233.100.02.20,OCYNK,3,486,150.85,3,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.73
Kątownik tył,233.100.06.10,OCYNK,3,247,209,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.22
Kątownik tył,233.100.06.20,OCYNK,3,247,209,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.22
Wzmocnienie najazdu,233.100.08.10,OCYNK,3,175,162,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.67
Wzmocnienie najazdu,233.100.08.20,OCYNK,3,175,162,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.67
Żebro najazdu,233.100.09.10,OCYNK,3,475,155,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.73
Żebro najazdu,233.100.09.20,OCYNK,3,475,155,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.73
Podłużnica,233.101.07.10,OCYNK,2.5,3550,729,9,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,50.79
Podłużnica,233.101.07.20,OCYNK,2.5,3550,729,9,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,50.79
Mocowanie błotnika martz,233.221.01.11,OCYNK,2.5,335,264,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.74
Mocowanie błotnika martz,233.221.01.12,OCYNK,2.5,335,264,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.74
Ceownik mocowania,251.120.03,CZARNA,5,160,116,2,4,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.73
Wspornik dyszla,254.100.003,OCYNK,2.5,927,110.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.01
Ramię dyszla 161S,254.120.00.01L,OCYNK,3,1525,230.3,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.27
Ramię dyszla,254.120.00.01L,OCYNK,3,1525,230.3,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.27
Ramię dyszla 161S,254.120.00.01P,OCYNK,3,1525,230.3,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.27
Ramię dyszla,254.120.00.01P,OCYNK,3,1525,230.3,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.27
Ramię dyszla 90S,254.120.01.01L,OCYNK,3,1590,230.3,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.62
Ramię dyszla 90S,254.120.01.01P,OCYNK,3,1590,230.3,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.62
Kątownik przedni,270.100.01.10,OCYNK,2,147,105.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.24
Kątownik przedni,270.100.01.20,OCYNK,2,147,105.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.24
Kątownik tylny,270.100.02.10,OCYNK,2,253,105.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.42
Kątownik tylny,270.100.02.20,OCYNK,2,253,105.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.42
Prowadnica najazdowa,270.100.03.02,OCYNK,2.5,1604,287.89,6,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.06
Podpora,270.100.04.00,OCYNK,3,150,54.1,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.19
Podpora kpl.,270.101.04.00,OCYNK,3,150,54.1,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.19
Prowadnica,271.100.02.00,OCYNK,1.5,1867,356,6,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.83
Prowadnica najazdowa,272.000.00.01,OCYNK,2.5,1488,343.2,7,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,10.02
Prowadnica przód,272.100.00.01,OCYNK,3,1250,407,7,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.98
Prowadnica tył,272.100.00.02,OCYNK,3,751,407,7,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.2
Wspornik tablicy rejestracyjnej,272.100.00.07,OCYNK,2.5,405,370,2,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.94
Prowadnica najazdowa,272.100.00.08,OCYNK,2.5,1258,343,7,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.47
Wspornik najazdu,272.100.00.12,OCYNK,2,426,56.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.38
Wspornik zapinacza,272.100.00.16,OCYNK,2.5,108,70,2,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.15
Wspornik zapinacza,272.100.00.17,OCYNK,2.5,56,52,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.06
Dystans nad oś KNOTT,272.100.00.18,OCYNK,3,112,278.2,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.73
Wspornik lampy,272.100.02.10,OCYNK,2,312,241,3,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.18
Wspornik lampy,272.100.02.20,OCYNK,2,312,241,3,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.18
Prowadnica,272.101.00.02,CZARNA,2,2042,369,6,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.83
Łącznik podłużnic,272.120.00.03,OCYNK,3,320,168,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.27
Mocowanie dyszla,272.120.00.06,OCYNK,4,110,112,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.39
Belka przednia,274.100.01.00,OCYNK,3,1910,151,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.79
Tablica,274.100.02.00,OCYNK,2,1910,316,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.48
Podłużnica L,274.100.03.10,OCYNK,2.5,1993,173.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.79
Podłużnica P,274.100.03.20,OCYNK,2.5,1993,173.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.79
Prowadnica,274.100.07.00,OCYNK,2,2042,359,6,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.51
Prowadnica najazdowa,274.100.08.00,OCYNK,2.5,1575,335.1,7,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,10.36
Kołyska,274.100.11.00,OCYNK,3,340,201,3,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.61
Łącznik kołyski,274.100.11.01,OCYNK,3,24,59,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.03
Docisk najazdu,274.100.12.00,OCYNK,2.5,130,112,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.29
Prowadnica najazdu,274.100.13.00,OCYNK,2.5,1548,85,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.58
Narożnik tył L,274.100.15.10,OCYNK,2,372,258.5,4,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.51
Narożnik tył L,274.100.15.20,OCYNK,2,372,258.5,4,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.51
Belka poprzeczna,275.100.04.00,OCYNK,2.5,1290,129,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.27
Wspornik dyszla przedni,275.100.05.00L,OCYNK,4,120,190.8,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.72
Wspornik dyszla przedni,275.100.05.00P,OCYNK,4,120,190.8,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.72
Wspornik dyszla tylny,275.100.07.00L,CZARNA,6,125,193.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.14
Wspornik dyszla tylny,275.100.07.00L,CZARNA,6,125,193.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.14
Wspornik dyszla tylny,275.100.07.00P,CZARNA,6,125,193.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.14
Wspornik dyszla tylny,275.100.07.00P,CZARNA,6,125,193.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.14
Wzmocnienie pod oś,275.100.08.10,OCYNK,4,1195,131.1,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.92
Wzmocnienie pod oś,275.100.08.20,OCYNK,4,1195,131.1,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.92
Zaczep,283.001.00.04,CZARNA,3,398,114,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.07
Podłużnica,283.100.01.10,CZARNA,2.5,2953,336.8,11,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,19.52
Podłużnica,283.100.01.20,CZARNA,2.5,2953,336.8,11,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,19.52
Płaskownik,286.100.00.02,CZARNA,5,80,250,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.79
Wzmocnienie podłużnicy,301.100.00.05,CZARNA,5,65,176.99,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.45
Belka boczna,301.100.01.10,CZARNA,2.5,3648,204.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.66
Belka boczna,301.100.01.20,CZARNA,2.5,3648,204.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.66
Podłużnica,301.100.02.10,CZARNA,2.5,3621,465.14,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,33.05
Podłużnica,301.100.02.20,CZARNA,2.5,3621,465.14,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,33.05
Ramię dyszla,301.120.01.10,OCYNK,4,2485,242.1,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,18.89
Ramię dyszla,301.120.01.20,OCYNK,4,2485,242.1,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,18.89
Łącznik dyszla el2,301.121.01.10,CZARNA,6,107,288.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.45
Łącznik dyszla el2,301.121.01.20,CZARNA,6,107,288.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.45
Łącznik ramion dyszla,301.122.01.00,CZARNA,2.5,656,179.3,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.31
Podłoga LOHR,301.901.00.10,OCYNK,2.5,3611,614.3,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,43.53
Podłoga LOHR,301.901.00.20,OCYNK,2.5,3611,614.3,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,43.53
Podpora podłogi,307.000.00.01,OCYNK,2.5,2002,148,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.81
Podłoga tylna,307.000.00.04,OCYNK,2.5,2070,1055,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,42.86
Podłoga tylna,307.000.00.05,OCYNK,2.5,2067,729,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,29.57
Maskownica,307.000.02.10,OCYNK,2.5,4020,141,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.12
Maskownica,307.000.02.20,OCYNK,2.5,4020,141,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.12
Belka tylna,307.100.00.02,CZARNA,2.5,1404,287.6,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.92
Listwa środkowa,307.100.00.10,CZARNA,2.5,2154,96.98,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.1
Poprzeczka główna,307.100.00.16,CZARNA,2.5,1405,234.3,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.46
Łącznik podłóg,307.100.00.18,CZARNA,2.2,362,107,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.67
Listwa środkowa,307.100.00.20,CZARNA,2.5,2154,96.98,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.1
Podłużnica boczna,307.100.01.10,CZARNA,2.5,5008,251.3,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.7
Podłużnica boczna,307.100.01.20,CZARNA,2.5,5008,251.3,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.7
Wzmocnienie belki przedniej,307.100.03.01,CZARNA,2.5,175,2206.3,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.56
Ceownik zamknięty belki przedniej,307.100.03.02,CZARNA,2.5,2135,304.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,12.77
Wspornik najazdu,307.100.06.10,CZARNA,2.5,366,191,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.37
Wspornik najazdu,307.100.06.20,CZARNA,2.5,366,191,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.37
Wzmocnienie najazdu,307.100.09.10,CZARNA,2.5,702,204.78,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.82
Wzmocnienie najazdu,307.100.09.20,CZARNA,2.5,702,204.78,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.82
Wspornik pod zawiasy,307.101.00.02,CZARNA,3,648,104.55,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.6
Podłużnica główna,307.101.02.10,CZARNA,3,5005,311.86,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.76
Podłużnica główna,307.101.02.20,CZARNA,3,5005,311.86,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.76
Wspornik tablicy,307.101.09.10,CZARNA,2.5,675,213,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.82
Wspornik tablicy,307.101.09.20,CZARNA,2.5,675,213,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.82
Listwa środkowa,307.102.00.10,CZARNA,2.5,2154,97,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.1
Listwa środkowa,307.102.00.20,CZARNA,2.5,2154,97,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.1
Podłużnica boczna,307.102.01.10,CZARNA,2.5,5008,251.3,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.7
Podłużnica boczna,307.102.01.20,CZARNA,2.5,5008,251.3,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.7
Podłużnica główna,307.102.02.10,CZARNA,3,5005,307.7,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.27
Podłużnica główna,307.102.02.20,CZARNA,3,5005,307.7,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.27
Wspornik klapki,307.103.00.09,CZARNA,3,756,107.5,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.91
Blokada klapki rej.,307.103.00.22,OCYNK,3,80,89.1,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.17
Wspornik podłogi,307.103.00.23,OCYNK,3,250,64.1,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.38
Belka boczna,307.103.02.10,CZARNA,2.2,5035,303.7,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,26.41
Belka boczna,307.103.02.20,CZARNA,2.2,5035,303.7,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,26.41
Wspornik osi Carkeeper 3 osie,307.110.01.10,CZARNA,5,1582,287.49,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,17.85
Wspornik osi Carkeeper 3 osie,307.110.01.20,CZARNA,5,1582,287.49,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,17.85
Wspornik osi Carkeeper 3 osie AL-KO,307.113.01.10,CZARNA,5,1582,287.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,17.85
Wspornik osi Carkeeper 3 osie AL-KO,307.113.01.20,CZARNA,5,1582,287.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,17.85
Wspornik osi 3 x KNOTT,307.115.01.10,CZARNA,5,1591,332.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,20.76
Wspornik osi 3 x KNOTT,307.115.01.20,CZARNA,5,1591,332.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,20.76
Wspornik osi 2 x KNOTT,307.116.01.10,CZARNA,5,1229,332.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,16.04
Wspornik osi 2 x KNOTT,307.116.01.20,CZARNA,5,1229,332.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,16.04
Wspornik zbiornika oleju,307.120.00.02,CZARNA,2.5,220,227,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.98
Obudowa lampy,307.200.01.10,OCYNK,2.5,270,311.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.65
Obudowa lampy,307.200.01.20,OCYNK,2.5,270,311.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.65
Wspornik,307.202.00.01,CZARNA,5,90,73.9,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.26
Obudowa lampy,307.202.01.10,OCYNK,2.5,320,309.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.94
Obudowa lampy,307.202.01.20,OCYNK,2.5,320,309.7,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.94
Podłoga przód,307.400.01.10,OCYNK,2.5,2151,594.1,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,25.07
Podłoga przód,307.400.01.20,OCYNK,2.5,2151,594.1,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,25.07
Podłoga tył lewa,307.400.02.10,OCYNK,2.5,2161,592.6,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,25.13
